Date,Région,Profil_consommateur,Nb points soutirage,Total énergie soutirée (Wh),Jour max du mois (0/1),Semaine max du mois (0/1),Moyenne_consommation,Mois,Jour,Année
2020-01-08,Hauts-de-France,RES1 (+ RES1WE),1206906.0,9272860436.0,0.0,0.0,7683.167070177794,1,8,2020
2020-01-08,Hauts-de-France,RES11 (+ RES11WE),150816.0,2954065521.0,0.0,0.0,19587.215686664546,1,8,2020
2020-01-08,Hauts-de-France,RES2 (+ RES5),1190991.0,28935565878.0,0.0,0.0,24295.36904812883,1,8,2020
2020-01-08,Hauts-de-France,RES2WE,17828.0,427307787.0,0.0,0.0,23968.35242315459,1,8,2020
2020-01-08,Hauts-de-France,RES3,16506.0,454753508.0,0.0,0.0,27550.800193868898,1,8,2020
2020-01-08,Hauts-de-France,RES4,30678.0,745993998.0,0.0,0.0,24316.904557011538,1,8,2020
2020-01-09,Centre-Val de Loire,RES1 (+ RES1WE),470563.0,3260058662.0,0.0,0.0,6927.996170544646,1,9,2020
2020-01-09,Centre-Val de Loire,RES11 (+ RES11WE),122402.0,2327965807.0,0.0,0.0,19019.01772029869,1,9,2020
2020-01-09,Centre-Val de Loire,RES2 (+ RES5),607657.9583333334,16307325131.0,0.0,0.0,26836.355728356222,1,9,2020
2020-01-09,Centre-Val de Loire,RES2WE,7967.0,234890854.0,0.0,0.0,29482.97401782352,1,9,2020
2020-01-09,Centre-Val de Loire,RES3,10172.0,327024700.0,0.0,0.0,32149.49862367283,1,9,2020
2020-01-09,Centre-Val de Loire,RES4,23294.0,459439320.0,0.0,0.0,19723.50476517558,1,9,2020
2020-01-09,Hauts-de-France,RES1 (+ RES1WE),1206937.0,9053655875.0,0.0,0.0,7501.349179783203,1,9,2020
2020-01-09,Hauts-de-France,RES11 (+ RES11WE),150845.0,2839430038.0,0.0,0.0,18823.49456727104,1,9,2020
2020-01-09,Hauts-de-France,RES2 (+ RES5),1191055.9375,27739484619.0,0.0,0.0,23289.825226197656,1,9,2020
2020-01-09,Hauts-de-France,RES2WE,17865.0,429408760.0,0.0,0.0,24036.3145815841,1,9,2020
2020-01-09,Hauts-de-France,RES3,16502.0,544126403.0,0.0,0.0,32973.360986547086,1,9,2020
2020-01-09,Hauts-de-France,RES4,30673.0,675506428.0,0.0,0.0,22022.835327486715,1,9,2020
2020-01-10,Centre-Val de Loire,RES1 (+ RES1WE),470642.0,3285841165.0,0.0,0.0,6981.614826131115,1,10,2020
2020-01-10,Centre-Val de Loire,RES11 (+ RES11WE),122438.0,2419139380.0,0.0,0.0,19758.07657753312,1,10,2020
2020-01-10,Centre-Val de Loire,RES2 (+ RES5),607679.0416666666,17066553568.0,0.0,0.0,28084.81517017927,1,10,2020
